note,book,page,page_kind,image_count,drawing_count,word_count,likely_visual,tags,concepts,linked_stock_figures,note_path,image_path
Trade Like a Stock Market Wizard - Page Image 136,Trade Like a Stock Market Wizard,136,visual-page,0,18,376,True,sell-or-failure; visual-concept-page,Mental Discipline; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 136.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_136.png
Trade Like a Stock Market Wizard - Page Image 137,Trade Like a Stock Market Wizard,137,stock-chart-page,1,19,257,True,stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 137.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_137.png
Trade Like a Stock Market Wizard - Page Image 138,Trade Like a Stock Market Wizard,138,visual-page,0,18,417,True,sell-or-failure; visual-concept-page,Mental Discipline; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 138.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_138.png
Trade Like a Stock Market Wizard - Page Image 139,Trade Like a Stock Market Wizard,139,visual-page,0,18,375,True,sell-or-failure; visual-concept-page,Mental Discipline; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 139.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_139.png
Trade Like a Stock Market Wizard - Page Image 140,Trade Like a Stock Market Wizard,140,stock-chart-page,1,18,278,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 140.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_140.png
Trade Like a Stock Market Wizard - Page Image 141,Trade Like a Stock Market Wizard,141,stock-chart-page,1,18,284,True,manual-review-needed; stage-2-uptrend; stock-chart-page,Mental Discipline; Stage 2 Uptrend,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 141.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_141.png
Trade Like a Stock Market Wizard - Page Image 142,Trade Like a Stock Market Wizard,142,visual-page,0,18,396,True,stage-2-uptrend; visual-concept-page,Mental Discipline; Stage 2 Uptrend,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 142.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_142.png
Trade Like a Stock Market Wizard - Page Image 143,Trade Like a Stock Market Wizard,143,visual-page,0,18,318,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 143.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_143.png
Trade Like a Stock Market Wizard - Page Image 144,Trade Like a Stock Market Wizard,144,stock-chart-page,1,19,235,True,ipo-or-new-issue; sell-or-failure; stage-2-leadership; stage-2-uptrend; stock-chart-page; vcp-or-tightening,IPO Base / New Issue Setup; Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 144.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_144.png
Trade Like a Stock Market Wizard - Page Image 145,Trade Like a Stock Market Wizard,145,stock-chart-page,1,19,209,True,stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 145.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_145.png
Trade Like a Stock Market Wizard - Page Image 146,Trade Like a Stock Market Wizard,146,stock-chart-page,1,18,284,True,manual-review-needed; stage-2-uptrend; stock-chart-page,Mental Discipline; Stage 2 Uptrend,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 146.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_146.png
Trade Like a Stock Market Wizard - Page Image 147,Trade Like a Stock Market Wizard,147,stock-chart-page,1,19,207,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 147.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_147.png
Trade Like a Stock Market Wizard - Page Image 148,Trade Like a Stock Market Wizard,148,stock-chart-page,1,18,188,True,risk-first; stage-2-leadership; stage-2-uptrend; stock-chart-page; volume-dry-up,Relative Strength Leadership; Risk First; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 148.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_148.png
Trade Like a Stock Market Wizard - Page Image 149,Trade Like a Stock Market Wizard,149,stock-chart-page,1,18,194,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 149.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_149.png
Trade Like a Stock Market Wizard - Page Image 150,Trade Like a Stock Market Wizard,150,stock-chart-page,1,19,53,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 150.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_150.png
Trade Like a Stock Market Wizard - Page Image 151,Trade Like a Stock Market Wizard,151,stock-chart-page,1,18,257,True,manual-review-needed; pivot-or-entry; stock-chart-page,Mental Discipline; Pivot and Entry,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 151.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_151.png
Trade Like a Stock Market Wizard - Page Image 152,Trade Like a Stock Market Wizard,152,stock-chart-page,1,18,237,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 152.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_152.png
Trade Like a Stock Market Wizard - Page Image 153,Trade Like a Stock Market Wizard,153,stock-chart-page,1,19,180,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 153.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_153.png
Trade Like a Stock Market Wizard - Page Image 154,Trade Like a Stock Market Wizard,154,stock-chart-page,1,19,215,True,failed-breakout-or-stage-4; stock-chart-page; vcp-or-tightening,Pivot and Entry; Risk First; Sell Rules and Failure Signals; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 154.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_154.png
Trade Like a Stock Market Wizard - Page Image 155,Trade Like a Stock Market Wizard,155,visual-page,0,18,130,True,pivot-or-entry; visual-concept-page,Mental Discipline; Pivot and Entry,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 155.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_155.png
Trade Like a Stock Market Wizard - Page Image 156,Trade Like a Stock Market Wizard,156,visual-page,0,18,229,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 156.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_156.png
Trade Like a Stock Market Wizard - Page Image 157,Trade Like a Stock Market Wizard,157,visual-page,0,18,352,True,sell-or-failure; visual-concept-page,Mental Discipline; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 157.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_157.png
Trade Like a Stock Market Wizard - Page Image 158,Trade Like a Stock Market Wizard,158,visual-page,0,18,379,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 158.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_158.png
Trade Like a Stock Market Wizard - Page Image 159,Trade Like a Stock Market Wizard,159,stock-chart-page,1,18,296,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 159.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_159.png
Trade Like a Stock Market Wizard - Page Image 160,Trade Like a Stock Market Wizard,160,visual-page,0,18,359,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 160.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_160.png
Trade Like a Stock Market Wizard - Page Image 161,Trade Like a Stock Market Wizard,161,stock-chart-page,2,18,60,True,manual-review-needed; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-dry-up,Mental Discipline; Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 161.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_161.png
Trade Like a Stock Market Wizard - Page Image 162,Trade Like a Stock Market Wizard,162,visual-page,0,18,362,True,sell-or-failure; visual-concept-page,Mental Discipline; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 162.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_162.png
Trade Like a Stock Market Wizard - Page Image 163,Trade Like a Stock Market Wizard,163,stock-chart-page,1,19,219,True,sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 163.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_163.png
Trade Like a Stock Market Wizard - Page Image 164,Trade Like a Stock Market Wizard,164,stock-chart-page,1,19,229,True,sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 164.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_164.png
Trade Like a Stock Market Wizard - Page Image 165,Trade Like a Stock Market Wizard,165,visual-page,0,18,401,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 165.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_165.png
Trade Like a Stock Market Wizard - Page Image 166,Trade Like a Stock Market Wizard,166,stock-chart-page,1,19,244,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 166.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_166.png
Trade Like a Stock Market Wizard - Page Image 167,Trade Like a Stock Market Wizard,167,stock-chart-page,1,19,192,True,stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-behavior,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 167.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_167.png
Trade Like a Stock Market Wizard - Page Image 168,Trade Like a Stock Market Wizard,168,visual-page,0,18,399,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 168.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_168.png
Trade Like a Stock Market Wizard - Page Image 169,Trade Like a Stock Market Wizard,169,stock-chart-page,1,19,175,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 169.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_169.png
Trade Like a Stock Market Wizard - Page Image 170,Trade Like a Stock Market Wizard,170,visual-page,0,18,387,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 170.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_170.png
Trade Like a Stock Market Wizard - Page Image 171,Trade Like a Stock Market Wizard,171,visual-page,0,18,377,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 171.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_171.png
Trade Like a Stock Market Wizard - Page Image 172,Trade Like a Stock Market Wizard,172,stock-chart-page,1,18,348,True,manual-review-needed; sell-or-failure; stock-chart-page,Mental Discipline; Sell Rules and Failure Signals,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 172.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_172.png
Trade Like a Stock Market Wizard - Page Image 173,Trade Like a Stock Market Wizard,173,stock-chart-page,1,18,315,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 173.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_173.png
Trade Like a Stock Market Wizard - Page Image 174,Trade Like a Stock Market Wizard,174,stock-chart-page,1,19,125,True,sell-or-failure; stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Sell Rules and Failure Signals; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 174.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_174.png
Trade Like a Stock Market Wizard - Page Image 175,Trade Like a Stock Market Wizard,175,text-context-page,0,0,5,True,text-or-context-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 175.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_175.png
Trade Like a Stock Market Wizard - Page Image 176,Trade Like a Stock Market Wizard,176,visual-page,0,18,316,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 176.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_176.png
Trade Like a Stock Market Wizard - Page Image 177,Trade Like a Stock Market Wizard,177,visual-page,0,18,433,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 177.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_177.png
Trade Like a Stock Market Wizard - Page Image 178,Trade Like a Stock Market Wizard,178,stock-chart-page,1,19,62,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 178.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_178.png
Trade Like a Stock Market Wizard - Page Image 179,Trade Like a Stock Market Wizard,179,visual-page,0,18,406,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 179.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_179.png
Trade Like a Stock Market Wizard - Page Image 180,Trade Like a Stock Market Wizard,180,visual-page,0,18,410,True,risk-first; visual-concept-page,Mental Discipline; Risk First,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 180.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_180.png
Trade Like a Stock Market Wizard - Page Image 181,Trade Like a Stock Market Wizard,181,stock-chart-page,1,18,238,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 181.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_181.png
Trade Like a Stock Market Wizard - Page Image 182,Trade Like a Stock Market Wizard,182,stock-chart-page,1,19,191,True,pivot-breakout; stage-2-uptrend; stock-chart-page; vcp-or-tightening; volume-dry-up,Pivot and Entry; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 182.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_182.png
Trade Like a Stock Market Wizard - Page Image 183,Trade Like a Stock Market Wizard,183,visual-page,0,18,428,True,relative-strength; visual-concept-page,Mental Discipline; Relative Strength Leadership,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 183.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_183.png
Trade Like a Stock Market Wizard - Page Image 184,Trade Like a Stock Market Wizard,184,stock-chart-page,1,19,177,True,manual-review-needed; sell-or-failure; stock-chart-page,Mental Discipline; Sell Rules and Failure Signals,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 184.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_184.png
Trade Like a Stock Market Wizard - Page Image 185,Trade Like a Stock Market Wizard,185,stock-chart-page,1,19,246,True,manual-review-needed; stock-chart-page; volume-behavior,Mental Discipline; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 185.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_185.png
Trade Like a Stock Market Wizard - Page Image 186,Trade Like a Stock Market Wizard,186,stock-chart-page,1,19,69,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 186.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_186.png
Trade Like a Stock Market Wizard - Page Image 187,Trade Like a Stock Market Wizard,187,stock-chart-page,1,19,104,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 187.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_187.png
Trade Like a Stock Market Wizard - Page Image 188,Trade Like a Stock Market Wizard,188,visual-page,0,18,264,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 188.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_188.png
Trade Like a Stock Market Wizard - Page Image 189,Trade Like a Stock Market Wizard,189,stock-chart-page,1,19,55,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 189.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_189.png
Trade Like a Stock Market Wizard - Page Image 190,Trade Like a Stock Market Wizard,190,stock-chart-page,1,19,118,True,relative-strength; relative-strength-before-price; stage-2-leadership; stock-chart-page; volume-dry-up,Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 190.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_190.png
Trade Like a Stock Market Wizard - Page Image 191,Trade Like a Stock Market Wizard,191,visual-page,0,18,440,True,visual-concept-page; volume-behavior,Mental Discipline; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 191.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_191.png
Trade Like a Stock Market Wizard - Page Image 192,Trade Like a Stock Market Wizard,192,stock-chart-page,1,19,228,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 192.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_192.png
Trade Like a Stock Market Wizard - Page Image 193,Trade Like a Stock Market Wizard,193,visual-page,0,18,417,True,pivot-or-entry; sell-or-failure; visual-concept-page,Mental Discipline; Pivot and Entry; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 193.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_193.png
Trade Like a Stock Market Wizard - Page Image 194,Trade Like a Stock Market Wizard,194,stock-chart-page,1,19,186,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 194.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_194.png
Trade Like a Stock Market Wizard - Page Image 195,Trade Like a Stock Market Wizard,195,stock-chart-page,1,19,60,True,ipo-or-new-issue; stage-2-leadership; stock-chart-page; vcp-or-tightening; volume-dry-up,IPO Base / New Issue Setup; Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 195.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_195.png
Trade Like a Stock Market Wizard - Page Image 196,Trade Like a Stock Market Wizard,196,stock-chart-page,1,19,58,True,pivot-breakout; stage-2-leadership; stock-chart-page,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 196.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_196.png
Trade Like a Stock Market Wizard - Page Image 197,Trade Like a Stock Market Wizard,197,stock-chart-page,1,19,58,True,stage-2-leadership; stock-chart-page; vcp-or-tightening,Pivot and Entry; Relative Strength Leadership; Stage 2 Uptrend; Trend Template; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 197.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_197.png
Trade Like a Stock Market Wizard - Page Image 198,Trade Like a Stock Market Wizard,198,visual-page,0,18,399,True,sell-or-failure; visual-concept-page,Mental Discipline; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 198.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_198.png
Trade Like a Stock Market Wizard - Page Image 199,Trade Like a Stock Market Wizard,199,visual-page,0,18,425,True,risk-first; sell-or-failure; visual-concept-page,Mental Discipline; Risk First; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 199.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_199.png
Trade Like a Stock Market Wizard - Page Image 200,Trade Like a Stock Market Wizard,200,visual-page,0,18,419,True,relative-strength; visual-concept-page,Mental Discipline; Relative Strength Leadership,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 200.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_200.png
Trade Like a Stock Market Wizard - Page Image 201,Trade Like a Stock Market Wizard,201,visual-page,0,18,422,True,relative-strength; visual-concept-page,Mental Discipline; Relative Strength Leadership,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 201.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_201.png
Trade Like a Stock Market Wizard - Page Image 202,Trade Like a Stock Market Wizard,202,visual-page,0,18,118,True,visual-concept-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 202.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_202.png
Trade Like a Stock Market Wizard - Page Image 203,Trade Like a Stock Market Wizard,203,text-context-page,0,0,5,True,text-or-context-page,Mental Discipline,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 203.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_203.png
Trade Like a Stock Market Wizard - Page Image 204,Trade Like a Stock Market Wizard,204,visual-page,0,18,240,True,visual-concept-page; volume-behavior,Mental Discipline; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 204.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_204.png
Trade Like a Stock Market Wizard - Page Image 205,Trade Like a Stock Market Wizard,205,visual-page,0,18,429,True,sell-or-failure; visual-concept-page,Mental Discipline; Sell Rules and Failure Signals,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 205.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_205.png
Trade Like a Stock Market Wizard - Page Image 206,Trade Like a Stock Market Wizard,206,visual-page,0,18,369,True,risk-first; visual-concept-page; volume-behavior,Mental Discipline; Risk First; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 206.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_206.png
Trade Like a Stock Market Wizard - Page Image 207,Trade Like a Stock Market Wizard,207,visual-page,0,18,394,True,visual-concept-page; volume-behavior,Mental Discipline; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 207.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_207.png
Trade Like a Stock Market Wizard - Page Image 208,Trade Like a Stock Market Wizard,208,stock-chart-page,0,442,234,True,manual-review-needed; stock-chart-page,Mental Discipline,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 208.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_208.png
Trade Like a Stock Market Wizard - Page Image 209,Trade Like a Stock Market Wizard,209,visual-page,0,18,431,True,visual-concept-page; volume-behavior,Mental Discipline; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 209.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_209.png
Trade Like a Stock Market Wizard - Page Image 210,Trade Like a Stock Market Wizard,210,visual-page,0,18,433,True,mental-discipline; risk-first; stage-2-uptrend; visual-concept-page,Mental Discipline; Risk First; Stage 2 Uptrend,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 210.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_210.png
Trade Like a Stock Market Wizard - Page Image 211,Trade Like a Stock Market Wizard,211,visual-page,0,18,424,True,risk-first; sell-or-failure; stage-2-uptrend; visual-concept-page,Mental Discipline; Risk First; Sell Rules and Failure Signals; Stage 2 Uptrend,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 211.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_211.png
Trade Like a Stock Market Wizard - Page Image 212,Trade Like a Stock Market Wizard,212,stock-chart-page,0,20,239,True,manual-review-needed; stage-2-uptrend; stock-chart-page,Mental Discipline; Stage 2 Uptrend,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 212.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_212.png
Trade Like a Stock Market Wizard - Page Image 213,Trade Like a Stock Market Wizard,213,visual-page,0,18,405,True,mental-discipline; risk-first; vcp-or-tightening; visual-concept-page; volume-behavior,Mental Discipline; Risk First; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 213.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_213.png
Trade Like a Stock Market Wizard - Page Image 214,Trade Like a Stock Market Wizard,214,stock-chart-page,1,19,247,True,manual-review-needed; sell-or-failure; stock-chart-page; vcp-or-tightening; volume-behavior,Mental Discipline; Sell Rules and Failure Signals; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 214.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_214.png
Trade Like a Stock Market Wizard - Page Image 215,Trade Like a Stock Market Wizard,215,stock-chart-page,1,24,163,True,manual-review-needed; stock-chart-page; vcp-or-tightening,Mental Discipline; Volatility Contraction Pattern,2,Book Page Images/Trade Like a Stock Market Wizard - Page Image 215.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_215.png
Trade Like a Stock Market Wizard - Page Image 216,Trade Like a Stock Market Wizard,216,visual-page,0,30,417,True,stage-2-uptrend; vcp-or-tightening; visual-concept-page; volume-behavior,Mental Discipline; Stage 2 Uptrend; Volatility Contraction Pattern; Volume Dry-Up and Accumulation,0,Book Page Images/Trade Like a Stock Market Wizard - Page Image 216.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_216.png
Trade Like a Stock Market Wizard - Page Image 217,Trade Like a Stock Market Wizard,217,stock-chart-page,1,18,103,True,manual-review-needed; pivot-or-entry; sell-or-failure; stock-chart-page; volume-behavior,Mental Discipline; Pivot and Entry; Sell Rules and Failure Signals; Volume Dry-Up and Accumulation,1,Book Page Images/Trade Like a Stock Market Wizard - Page Image 217.md,assets/book_pages_private/trade-like-a-stock-market-wizard/page_217.png
